Brain,AL_left,AL_right,CX,MB_left,MB_right,PI,SEG
Stat92E_GFP_48hour_moderate_single_f2,0.7515731522526087,0.999676581577565,1.1075748656601778,0.6676375213255759,1.2492528910679608,0.7490478156498104,1.2478015206046629
Stat92E_GFP_48hour_moderate_single_f3,1.0,1.0,0.6030858836458091,0.2951892491661836,0.6450235516981612,0.6312207692617063,1.0
Stat92E_GFP_48hour_moderate_single_f4,0.8134852117838441,1.2355606707198503,1.2233563886623011,1.2216130617072245,1.223389078048488,0.8162036314333673,1.220908152253512
Stat92E_GFP_48hour_moderate_single_m1,0.694029547289824,0.6154457574999799,0.6235404681463933,0.6226596777408228,0.6167120797645854,0.6238117828305777,0.6166796567651214
Stat92E_GFP_48hour_moderate_single_m2,0.885844498115645,0.7964594577809155,1.33249542481747,1.316871500650621,0.8878979881911676,1.3327162245440636,0.668547825657618
Stat92E_GFP_48hour_moderate_single_m2 (1),0.832469949528841,0.829774777682047,0.7302892741318793,0.7279940556211234,0.7276809967264278,0.7256940869113062,0.6370545056641023
Stat92E_GFP_48hour_moderate_single_m3,0.8704208921722818,0.7149447634543303,0.8749984384717452,1.1285980369846735,0.979526127732982,0.9682441999554292,0.0
Stat92E_GFP_48hours_moderate_single_f5,0.2373645170392904,0.2378773901044746,0.2666733975458836,0.2439895192111932,0.237533917820584,0.2287405594985625,0.227870657800623
TIMERXREPO2.00v1xFemale2_20x.tif.frames,2.0264002425434273,2.0556032604405328,1.0203382395274474,1.022500561125676,1.5393651498471057,1.0185476854292228,2.831671174262395
UasMitoQC_RepoGal4_1week_moderate_single_f1,2.9930720052933233,1.497892849106882,2.9962460322427775,1.0009166930156228,1.9994506388647968,1.9993286778315256,0.9958871120759036
UasMitoQC_RepoGal4_1week_moderate_single_f2,1.0,1.0,1.0,1.0,1.0,1.0,0.9848055609448778
UasMitoTimer_NsybGal4_1week_mild_double_f1,1.1719674918695824,1.1738195527628903,1.1768539348552105,1.1772132263621853,1.1665739645556987,1.173332740728008,0.0
UasMitoTimer_NsybGal4_1week_mild_double_f2,0.3850861489772796,1.0,0.3595256209373474,0.4168420686520824,0.4578546285629272,0.2465890812179338,0.1668160576649997
UasMitoTimer_NsybGal4_1week_mild_double_f3,5.679096344901948,4.335333682821529,4.292265084172803,6.3788538772111005,4.255731390345787,4.334281729535794,3.3770379199137452
UasMitoTimer_NsybGal4_1week_mild_double_f4,1.00048857944795,0.9999084528532194,1.00048857944795,1.0006108959232227,1.000122256777778,1.000427428710997,0.9999084528532194
UasMitoTimer_NsybGal4_1week_mild_double_f5,0.5941489934921265,0.5118200778961182,0.2962388563477765,0.2942751636974559,0.6988450614420506,0.610084845855587,0.338649183511734
UasMitoTimer_RepoGal4_1week_moderate_5days_f2,0.7523476015424124,6.176077924981035,3.504414257387153,4.269643232224527,,6.293026138310671,4.230230323509285
UasMitoTimer_RepoGal4_1week_moderate_single_f1,1.9925806944352769,0.999603352097754,1.0020511010060096,1.0009321310290813,1.4941683583876435,1.9932219557779889,1.9921226846617008
UasMitoTimer_RepoGal4_1week_moderate_single_f3,2.5373451872910193,2.5277436399830204,2.5373451872910193,2.529602022560828,2.5373451872910193,2.5373451872910193,1.2686725936455097
UasMitoTimer_RepoGal4_1week_moderate_single_f4,2.3984802200777136,3.5915717883815907,3.597281371929727,2.3984802200777136,3.592304070347673,2.3984802200777136,3.5899617687343475
UasMitoTimer_RepoGal4_1week_moderate_single_f5,1.0454860594588011,1.046060813702279,0.8150447803405767,1.04554992104141,0.7341386304599884,1.0461566060761922,0.52307032034027
UasMitoTimer_RepoGal4_1week_moderate_single_f6,17.364117539928127,17.347158017165924,3.6885152248133193,2.5867920195877123,2.0728771735765585,1.0,5.785801281811295
