Brain,ROI,Green,Red,Green_Red_Ratio,Reporter,Driver,Marker,Condition,InjuryType
Stat7_F_PiezoModerate_48h_01_lowblowout.tif.frames,AL_right,0.6153564453125,0.623806357383728,0.986454270670361,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_01_lowblowout.tif.frames,CX,0.6913217306137085,0.9981631636619568,0.6925939122792906,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_01_lowblowout.tif.frames,MB_left,0.6921433806419373,0.9961838126182556,0.6947948479736754,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_01_lowblowout.tif.frames,MB_right,0.6904977560043335,0.6663999557495117,1.0361611672493565,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_01_lowblowout.tif.frames,PI,0.6150418519973755,0.6249155402183533,0.9841999636982498,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_01_lowblowout.tif.frames,SEG,0.6912513375282288,0.9981173276901244,0.6925551920112889,unknown,unknown,unknown,unknown,unknown
Draper_M_PiezoModerate_48h_03_20x.tif.frames,AL_left,0.6185863018035889,0.4883047938346863,1.2668036636417068,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_03_20x.tif.frames,AL_right,0.1745222806930542,0.0930023938417434,1.876535360907249,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_03_20x.tif.frames,CX,0.7259007096290588,0.5301598310470581,1.3692110701699434,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_03_20x.tif.frames,MB_left,0.7680773138999939,0.5260942578315735,1.459961408941837,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_03_20x.tif.frames,MB_right,0.2618500292301178,0.0930236876010894,2.8148747483866794,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_03_20x.tif.frames,PI,0.5000367760658264,0.41826131939888,1.195512835813919,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_03_20x.tif.frames,SEG,0.6350684762001038,0.4758336842060089,1.3346437994607276,unknown,unknown,draper,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale6_20xoptimized.tif.frames,AL_left,0.4740027785301208,0.5300666093826294,0.8942324797296584,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale6_20xoptimized.tif.frames,AL_right,0.4371540248394012,0.2230472117662429,1.959917012087762,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale6_20xoptimized.tif.frames,CX,0.5885829329490662,0.5299567580223083,1.1106244500882276,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale6_20xoptimized.tif.frames,MB_left,0.4739582240581512,0.2980571687221527,1.590158780914854,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale6_20xoptimized.tif.frames,MB_right,0.5546390414237976,0.6542323231697083,0.84777077160696,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale6_20xoptimized.tif.frames,PI,0.4733881950378418,0.4681074917316437,1.0112809630255295,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale6_20xoptimized.tif.frames,SEG,0.182143285870552,0.0732268542051315,2.4873837316609455,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_01_20x.tif.frames,AL_left,1.0,1.0,1.0,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_01_20x.tif.frames,AL_right,1.0,1.0,1.0,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_01_20x.tif.frames,CX,1.0,1.0,1.0,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_01_20x.tif.frames,MB_left,1.0,1.0,1.0,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_01_20x.tif.frames,MB_right,1.0,1.0,1.0,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_01_20x.tif.frames,PI,1.0,1.0,1.0,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_01_20x.tif.frames,SEG,1.0,1.0,1.0,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_02_lowblowout.tif.frames,AL_left,0.0311750210821628,0.0707664191722869,0.440534104265818,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_02_lowblowout.tif.frames,AL_right,0.0390610210597515,0.0708589330315589,0.551250483017499,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_02_lowblowout.tif.frames,CX,0.0350835286080837,0.08635825663805,0.4062556375486819,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_02_lowblowout.tif.frames,MB_left,0.035157561302185,0.0862258523702621,0.4077380546058865,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_02_lowblowout.tif.frames,MB_right,0.0347287096083164,0.0708373039960861,0.4902601828301546,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_02_lowblowout.tif.frames,PI,0.0351388119161129,0.0865219011902809,0.4061262111986516,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_02_lowblowout.tif.frames,SEG,0.0390480421483516,0.0590253211557865,0.6615473051860492,unknown,unknown,unknown,unknown,unknown
Draper_M_PiezoModerate_48h_02_lowblowout.tif.frames,AL_left,1.0,1.0,1.0,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_02_lowblowout.tif.frames,AL_right,1.0,1.0,1.0,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_02_lowblowout.tif.frames,CX,1.0,1.0,1.0,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_02_lowblowout.tif.frames,MB_left,1.0,1.0,1.0,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_02_lowblowout.tif.frames,MB_right,1.0,1.0,1.0,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_02_lowblowout.tif.frames,PI,1.0,1.0,1.0,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_02_lowblowout.tif.frames,SEG,0.051008328795433,0.2116686403751373,0.2409819834673275,unknown,unknown,draper,unknown,unknown
Stat7_F_PiezoModerate_24h_01_lowblowout.tif.frames,AL_left,0.7501055598258972,0.5785364508628845,1.2965571291266405,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_24h_01_lowblowout.tif.frames,AL_right,0.9895650744438172,0.5762931704521179,1.7171209467352806,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_24h_01_lowblowout.tif.frames,CX,0.9937980771064758,0.5747808814048767,1.7290033632946162,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_24h_01_lowblowout.tif.frames,MB_left,0.7471292614936829,0.5264031291007996,1.4193100690148386,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_24h_01_lowblowout.tif.frames,MB_right,0.9974204897880554,0.5725376009941101,1.7421047771468834,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_24h_01_lowblowout.tif.frames,PI,0.8223667144775391,0.5736556053161621,1.4335547440947665,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_24h_01_lowblowout.tif.frames,SEG,0.981709599494934,0.5833758115768433,1.682808200157304,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_2_100x_MB.tif.frames,AL_left,0.7520273923873901,0.7365720868110657,1.0209827467712456,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_2_100x_MB.tif.frames,AL_right,0.7218838930130005,0.5664064884185791,1.274497922911367,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_2_100x_MB.tif.frames,CX,0.7520273923873901,0.9977251291275024,0.7537420582410591,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_2_100x_MB.tif.frames,MB_left,0.7520273923873901,0.9983070492744446,0.7533026967343894,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_2_100x_MB.tif.frames,MB_right,0.7506502866744995,0.5664848685264587,1.3251020960667357,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_2_100x_MB.tif.frames,PI,0.7520273923873901,0.9911252856254578,0.758761181148574,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_2_100x_MB.tif.frames,SEG,0.5013312101364136,0.5657065510749817,0.8862036495489771,unknown,unknown,unknown,unknown,unknown
Stat7_M_PiezoModerate_48h_02_lowblowout.tif.frames,AL_left,0.9241642355918884,0.8182166218757629,1.1294860198186152,unknown,unknown,unknown,unknown,unknown
Stat7_M_PiezoModerate_48h_02_lowblowout.tif.frames,AL_right,0.7710047960281372,0.8171313405036926,0.9435506360004228,unknown,unknown,unknown,unknown,unknown
Stat7_M_PiezoModerate_48h_02_lowblowout.tif.frames,CX,0.9255956411361694,0.9077190160751344,1.0196940074455323,unknown,unknown,unknown,unknown,unknown
Stat7_M_PiezoModerate_48h_02_lowblowout.tif.frames,MB_left,0.7713438272476196,0.907382309436798,0.8500758932873443,unknown,unknown,unknown,unknown,unknown
Stat7_M_PiezoModerate_48h_02_lowblowout.tif.frames,MB_right,0.924653947353363,0.7282967567443848,1.2696115131512182,unknown,unknown,unknown,unknown,unknown
Stat7_M_PiezoModerate_48h_02_lowblowout.tif.frames,PI,0.9226763248443604,0.90851491689682,1.0155874248008063,unknown,unknown,unknown,unknown,unknown
Stat7_M_PiezoModerate_48h_02_lowblowout.tif.frames,SEG,0.4626518487930298,0.6361340880393982,0.7272866797925408,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_04_lowblowout.tif.frames,AL_left,0.5501149892807007,0.2873360812664032,1.9145350171691888,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_04_lowblowout.tif.frames,AL_right,0.5504688024520874,0.2858600318431854,1.925658508126308,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_04_lowblowout.tif.frames,CX,0.5502398610115051,0.3045322597026825,1.806836036184505,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_04_lowblowout.tif.frames,MB_left,0.5476104617118835,0.3044674098491668,1.7985848205664106,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_04_lowblowout.tif.frames,MB_right,0.5497472882270813,0.2869427502155304,1.915877950616112,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_04_lowblowout.tif.frames,PI,0.5505104064941406,0.2520565986633301,2.1840745666391097,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_04_lowblowout.tif.frames,SEG,0.5508295297622681,0.2804820239543915,1.9638674949516093,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_4_100x_MB.tif.frames,AL_left,0.5557562112808228,1.0,0.5557562112808228,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_4_100x_MB.tif.frames,AL_right,0.4286898076534271,1.0,0.4286898076534271,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_4_100x_MB.tif.frames,CX,0.5713101625442505,1.0,0.5713101625442505,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_4_100x_MB.tif.frames,MB_left,0.5118770599365234,1.0,0.5118770599365234,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_4_100x_MB.tif.frames,MB_right,0.428375780582428,1.0,0.428375780582428,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_4_100x_MB.tif.frames,PI,0.5710920691490173,1.0,0.5710920691490173,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_4_100x_MB.tif.frames,SEG,0.1429256796836853,0.7103442549705505,0.2012062161178606,unknown,unknown,unknown,unknown,unknown
Draper_GFP_Bang_Test_07142023_SeriesB.tif.frames,AL_left,0.0,0.0,,unknown,unknown,draper,unknown,unknown
Draper_GFP_Bang_Test_07142023_SeriesB.tif.frames,AL_right,0.0,0.0,,unknown,unknown,draper,unknown,unknown
Draper_GFP_Bang_Test_07142023_SeriesB.tif.frames,CX,0.0,0.0,,unknown,unknown,draper,unknown,unknown
Draper_GFP_Bang_Test_07142023_SeriesB.tif.frames,MB_left,0.0,0.0,,unknown,unknown,draper,unknown,unknown
Draper_GFP_Bang_Test_07142023_SeriesB.tif.frames,MB_right,0.0,0.0,,unknown,unknown,draper,unknown,unknown
Draper_GFP_Bang_Test_07142023_SeriesB.tif.frames,PI,0.0,0.0,,unknown,unknown,draper,unknown,unknown
Draper_GFP_Bang_Test_07142023_SeriesB.tif.frames,SEG,0.0,0.0,,unknown,unknown,draper,unknown,unknown
2026_03_06nsybxtimer_F_2_100x_SEG.tif.frames,AL_left,0.7960494160652161,0.9999708533287048,0.7960726189321672,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_2_100x_SEG.tif.frames,AL_right,0.5716134309768677,0.96419757604599,0.5928384857810544,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_2_100x_SEG.tif.frames,CX,0.7978440523147583,0.9996976256370544,0.7980853728709564,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_2_100x_SEG.tif.frames,MB_left,0.9928703904151917,0.9768635630607604,1.016385939612977,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_2_100x_SEG.tif.frames,MB_right,0.5984715223312378,0.9992294907569884,0.5989330057481114,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_2_100x_SEG.tif.frames,PI,0.7996386289596558,0.9540273547172546,0.8381715943529154,unknown,unknown,unknown,unknown,unknown
2026_03_06nsybxtimer_F_2_100x_SEG.tif.frames,SEG,0.1000097692012786,0.3027304410934448,0.3303591434017973,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_02_20x.tif.frames,AL_left,0.0434782616794109,0.1505204886198043,0.2888527806286325,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_02_20x.tif.frames,AL_right,0.0434782616794109,0.082065999507904,0.529796285186576,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_02_20x.tif.frames,CX,0.0434782616794109,0.1500876545906067,0.2896857959304272,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_02_20x.tif.frames,MB_left,0.0355427265167236,0.1366374045610427,0.2601244266232012,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_02_20x.tif.frames,MB_right,0.0434782616794109,0.1502748280763626,0.2893249803441287,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_02_20x.tif.frames,PI,0.0354616679251194,0.1504678428173065,0.2356760571637614,unknown,unknown,unknown,unknown,unknown
Stat7_F_PiezoModerate_48h_02_20x.tif.frames,SEG,0.0276679843664169,0.054760243743658,0.5052567789131004,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_moderate_single_f2,AL_left,0.6021590828895569,0.5521479845046997,1.0905755337126135,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f2,AL_right,0.8256304860115051,0.7514197826385498,1.0987606462959632,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f2,CX,0.4117444455623626,0.5175021886825562,0.795638075677653,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f2,MB_left,0.2630696594715118,0.1896550059318542,1.387095785734422,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f2,MB_right,0.0765344128012657,0.0661622062325477,1.1567693576036686,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f2,PI,0.2240117490291595,0.1578844338655471,1.4188336591809028,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f2,SEG,0.3333871066570282,0.3500849604606628,0.9523034243411582,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m2,AL_left,0.6644205451011658,0.7500419616699219,0.885844498115645,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m2,AL_right,0.5969808101654053,0.7495432496070862,0.7964594577809155,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m2,CX,0.9985188841819764,0.7493600845336914,1.33249542481747,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m2,MB_left,0.987146019935608,0.7496145367622375,1.316871500650621,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m2,MB_right,0.6649577021598816,0.7489122748374939,0.8878979881911676,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m2,PI,0.9991047978401184,0.7496755719184875,1.3327162245440636,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m2,SEG,0.3300943970680237,0.4937483668327331,0.668547825657618,unknown,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_starved_not5days_single_f2,AL_left,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_not5days_single_f2,AL_right,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_not5days_single_f2,CX,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_not5days_single_f2,MB_left,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_not5days_single_f2,MB_right,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_not5days_single_f2,PI,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_not5days_single_f2,SEG,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
Draper_Dee7_aged_severe_single_f7,AL_left,0.0751226916909217,0.6999890208244324,0.1073198142485775,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f7,AL_right,0.861674964427948,0.6998119950294495,1.2312949342797233,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f7,CX,0.9951698780059814,1.0,0.9951698780059814,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f7,MB_left,0.0752700418233871,0.7001477479934692,0.1075059400520834,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f7,MB_right,0.997377872467041,0.9993895292282104,0.9979871144310236,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f7,PI,0.9901291131973268,0.9983639121055604,0.9917517061580616,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f7,SEG,0.1389761269092559,0.7001233100891113,0.1985023565228347,unknown,unknown,draper,severe,single
Stat92E_GFP_1week_moderate_single_m1,AL_left,0.7720597982406616,0.2397894412279129,3.2197405952785103,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m1,AL_right,0.544302761554718,0.1599328368902206,3.403320869799442,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m1,CX,0.9967451095581056,0.2397894412279129,4.156751458504497,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m1,MB_left,0.9972973465919496,0.2098825722932815,4.751692032811404,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m1,MB_right,0.7714105248451233,0.2390402406454086,3.227115747383432,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m1,PI,0.9869805574417114,0.2397137880325317,4.117329109612033,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m1,SEG,0.1363046020269394,0.0,,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f1,AL_left,0.8560789823532104,0.8884024620056152,0.9636161750616576,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f1,AL_right,1.0,0.8852658867835999,1.1296041279002165,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f1,CX,0.9826470017433168,0.9961479306221008,0.9864468634991264,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f1,MB_left,0.8567591905593872,0.8877242803573608,0.9651185728686972,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f1,MB_right,0.8568986654281616,1.0,0.8568986654281616,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f1,PI,0.9991497993469238,0.9894746541976928,1.0097780626397914,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f1,SEG,0.9994375705718994,0.8886567950248718,1.1246609221549102,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_f2,AL_left,0.0267997402697801,0.1501291692256927,0.1785112140965189,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_f2,AL_right,0.0267117246985435,0.1500154584646225,0.1780598144480081,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_f2,CX,0.0306808911263942,0.2099607586860656,0.1461267873025191,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_f2,MB_left,0.0306989271193742,0.2097846865653991,0.146335405228942,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_f2,MB_right,0.0267918054014444,0.1495844721794128,0.179108198939995,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_f2,PI,0.0305002871900796,0.2096196264028549,0.1455030128307884,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_f2,SEG,0.0189232137054204,0.1049363613128662,0.1803303780374203,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_double_m4,AL_left,0.997758448123932,0.5974067449569702,1.6701492853010858,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m4,AL_right,0.6671733856201172,0.696809709072113,0.9574685555236304,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m4,CX,0.9981252551078796,0.6974445581436157,1.4311177045593186,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m4,MB_left,0.9984920620918274,0.9963859915733336,1.0021137094823744,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m4,MB_right,0.6668432950973511,0.6963273882865906,0.9576577143378072,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m4,PI,0.9988996386528016,0.6936169266700745,1.4401315773078556,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m4,SEG,0.996617317199707,0.6973590850830078,1.429130757049043,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m3,AL_left,0.7855773568153381,0.7009779810905457,1.120687636426435,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m3,AL_right,0.9998430013656616,0.6003915667533875,1.665318196876589,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m3,CX,0.9999215006828308,0.9000416994094849,1.1109724153212863,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m3,MB_left,0.8574681282043457,0.7011308073997498,1.2229788210054506,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m3,MB_right,0.9986653923988342,0.9002984762191772,1.1092603384077144,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m3,PI,0.9974092841148376,0.701011598110199,1.4228142398837245,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m3,SEG,0.9997645020484924,0.7011308073997498,1.4259314973710415,unknown,unknown,unknown,moderate,double
Draper_Dee7_aged_severe_single_f6,AL_left,0.0158035214990377,0.1316546946763992,0.1200376601676227,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f6,AL_right,0.0118577070534229,0.03778563067317,0.3138152478117181,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f6,CX,0.0197358261793851,0.1699626892805099,0.1161185802774205,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f6,MB_left,0.0197367910295724,0.1699799746274948,0.1161124483800222,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f6,MB_right,0.0118577070534229,0.03778563067317,0.3138152478117181,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f6,PI,0.0196796152740716,0.1697366684675216,0.1159420380507662,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f6,SEG,0.0118577070534229,0.03778563067317,0.3138152478117181,unknown,unknown,draper,severe,single
UasMitoTimer_RepoGal4_starved_not5days_single_f3,AL_left,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_not5days_single_f3,AL_right,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_not5days_single_f3,CX,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_not5days_single_f3,MB_left,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_not5days_single_f3,MB_right,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_not5days_single_f3,PI,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_not5days_single_f3,SEG,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
Draper_Dee7_aged_severe_single_f1,AL_left,0.0340970866382122,0.0489381290972232,0.6967386630263896,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f1,AL_right,0.0327679552137851,0.0412913896143436,0.7935784075041729,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f1,CX,0.9437754154205322,0.3131473958492279,3.0138376621689513,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f1,MB_left,0.2615230083465576,0.2610062956809997,1.0019796942606678,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f1,MB_right,0.4464975297451019,0.2935934066772461,1.5208023054684836,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f1,PI,0.9730576872825624,1.0,0.9730576872825624,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f1,SEG,0.019756332039833,0.0355041213333606,0.5564517948306318,unknown,unknown,draper,severe,single
UasMitoTimer_RepoGal4_starved_5days_singleInjury_f2,AL_left,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_5days_singleInjury_f2,AL_right,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_5days_singleInjury_f2,CX,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_5days_singleInjury_f2,MB_left,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_5days_singleInjury_f2,MB_right,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_5days_singleInjury_f2,PI,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_5days_singleInjury_f2,SEG,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_24hours_moderate_single_f6,AL_left,0.5981029868125916,0.9841229915618896,0.6077522748079989,uasmitotimer,unknown,unknown,moderate,single
