Brain,ROI,Green,Red,Green_Red_Ratio,Reporter,Driver,Marker,Condition,InjuryType
UasMitoTimer_NsybGal4_1week_mild_double_f2,SEG,0.1559707075357437,0.934986174106598,0.1668160576649997,uasmitotimer,unknown,unknown,mild,double
Stat92E_GFP_1week_moderate_double_m1,AL_left,0.1566364765167236,0.0715352967381477,2.1896390126133896,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m1,AL_right,0.1291684210300445,0.0632882788777351,2.0409532905703034,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m1,CX,0.1294150054454803,0.08090291172266,1.5996334704135569,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m1,MB_left,0.1295289993286132,0.0813011974096298,1.5931991588757468,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m1,MB_right,0.129536435008049,0.0633147954940795,2.045910975423772,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m1,PI,0.1216942071914672,0.0542729794979095,2.2422614036908484,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_m1,SEG,0.1305243968963623,0.0883833095431327,1.4767991555313262,unknown,unknown,unknown,moderate,double
Stat92E_GFP_48hour_moderate_single_f4,AL_left,0.6640866994857788,0.816347599029541,0.8134852117838441,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f4,AL_right,0.9979649782180786,0.8077021241188049,1.2355606707198503,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f4,CX,0.998589038848877,0.8162699341773987,1.2233563886623011,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f4,MB_left,0.7772064805030823,0.6362133026123047,1.2216130617072245,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f4,MB_right,0.9992402791976928,0.8167804479598999,1.223389078048488,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f4,PI,0.6656808257102966,0.8155817985534668,0.8162036314333673,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f4,SEG,0.9986975789070128,0.8179956674575806,1.220908152253512,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f3,AL_left,1.0,1.0,1.0,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f3,AL_right,1.0,1.0,1.0,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f3,CX,0.0674652531743049,0.1118667423725128,0.6030858836458091,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f3,MB_left,0.0672341734170913,0.2277663350105285,0.2951892491661836,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f3,MB_right,0.0603558830916881,0.0935715958476066,0.6450235516981612,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f3,PI,0.0591696575284004,0.0937384516000747,0.6312207692617063,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_f3,SEG,1.0,1.0,1.0,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m3,AL_left,0.2117500156164169,0.0995434671640396,2.127211575496662,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m3,AL_right,0.2274459600448608,0.0867740660905838,2.6211282966437124,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m3,CX,0.2275700271129608,0.0991812348365783,2.2944867291471978,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m3,MB_left,0.2269414216279983,0.0996256470680236,2.277941758039919,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m3,MB_right,0.2270976454019546,0.0868768021464347,2.614019390575303,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m3,PI,0.2093458473682403,0.0994612798094749,2.10479744247467,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_m3,SEG,0.3779780566692352,0.1487410217523574,2.541182332998492,unknown,unknown,unknown,moderate,single
Draper_Dee7_aged_severe_single_f2,AL_left,0.3296290040016174,0.8181199431419373,0.4029103638956634,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f2,AL_right,0.3309336602687835,0.9077224731445312,0.3645758148108458,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f2,CX,0.3782478272914886,0.8162665963172913,0.4633876101239598,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f2,MB_left,0.3774194419384002,0.6363456845283508,0.5931044259664265,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f2,MB_right,0.3299479484558105,0.8033322691917419,0.4107241313582257,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f2,PI,0.376440942287445,0.635929524898529,0.5919538683905441,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f2,SEG,0.4252733588218689,0.906168818473816,0.4693091950991219,unknown,unknown,draper,severe,single
Draper_F_PiezoModerate_48h_02.tif.frames,AL_left,0.8332604169845581,0.5835232734680176,1.427981461702964,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02.tif.frames,AL_right,0.8332604169845581,0.5835232734680176,1.427981461702964,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02.tif.frames,CX,0.8335046172142029,0.992907464504242,0.8394585064685471,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02.tif.frames,MB_left,0.8333621621131897,0.993731677532196,0.8386188957795294,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02.tif.frames,MB_right,0.8331382870674133,0.9972118139266968,0.8354677265472668,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02.tif.frames,PI,0.8329755067825317,0.9954717755317688,0.8367645645579117,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02.tif.frames,SEG,0.6531303524971008,0.5823021531105042,1.1216347887574365,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05.tif.frames,AL_left,0.6673389077186584,0.6429418921470642,1.0379459106173996,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05.tif.frames,AL_right,0.6674611568450928,0.9278051257133484,0.7193980054075595,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05.tif.frames,CX,0.8335115909576416,0.7130085229873657,1.1690064902245372,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05.tif.frames,MB_left,0.8331245183944702,0.7049403190612793,1.1818369525293786,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05.tif.frames,MB_right,0.6669315099716187,0.7140639424324036,0.9339941010041316,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05.tif.frames,PI,0.8332059979438782,0.7139854431152344,1.1669789713197305,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05.tif.frames,SEG,0.6668092608451843,0.7138720154762268,0.934073960582911,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03.tif.frames,AL_left,0.8681703209877014,0.7468860745429993,1.1623865413730106,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03.tif.frames,AL_right,0.868948757648468,0.8280213475227356,1.0494279649288978,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03.tif.frames,CX,0.871116042137146,0.915247082710266,0.9517823750473616,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03.tif.frames,MB_left,0.9928646087646484,0.9164682030677797,1.0833595813156858,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03.tif.frames,MB_right,0.8719707727432251,0.7485855221748352,1.16482452159898,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03.tif.frames,PI,0.9954020380973816,0.9151198863983154,1.0877285620084565,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03.tif.frames,SEG,0.7498368620872498,0.993202269077301,0.7549689377812828,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04.tif.frames,AL_left,0.0494211800396442,0.0799044519662857,0.618503460364094,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04.tif.frames,AL_right,0.0495380945503711,0.0639704689383506,0.7743900486037049,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04.tif.frames,CX,0.0495492555201053,0.0903703495860099,0.5482910683326156,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04.tif.frames,MB_left,0.0408721975982189,0.0640286058187484,0.6383427700100096,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04.tif.frames,MB_right,0.0598079748451709,0.0938821658492088,0.6370536331813332,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04.tif.frames,PI,0.0494344681501388,0.079916663467884,0.6185752258038772,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04.tif.frames,SEG,0.0060598049312829,0.0,,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01.tif.frames,AL_left,0.618966281414032,0.9931625127792358,0.6232275921107167,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01.tif.frames,AL_right,0.5003228187561035,0.9984127283096312,0.5011182295353727,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01.tif.frames,CX,0.867484986782074,0.9992063641548156,0.8681740007889571,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01.tif.frames,MB_left,0.8761952519416809,0.5681917071342468,1.5420768042548392,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01.tif.frames,MB_right,0.6246967911720276,0.4982208609580993,1.2538551476361504,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01.tif.frames,PI,0.849055826663971,0.5715319514274597,1.485578933152148,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01.tif.frames,SEG,0.3755515515804291,0.9979591965675354,0.3763195458012037,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05_lowblowout.tif.frames,AL_left,0.7841500043869019,0.7484495043754578,1.0476992767083655,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05_lowblowout.tif.frames,AL_right,0.7854800224304199,0.749241292476654,1.0483672353855151,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05_lowblowout.tif.frames,CX,0.7854800224304199,0.7499771118164062,1.047338658813237,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05_lowblowout.tif.frames,MB_left,0.9969474077224731,0.8757332563400269,1.138414466397039,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05_lowblowout.tif.frames,MB_right,0.7832996249198914,0.6668295860290527,1.174662374512225,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05_lowblowout.tif.frames,PI,0.7121301889419556,0.8746461272239685,0.8141923536575634,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05_lowblowout.tif.frames,SEG,0.2857765853404999,0.2918652594089508,0.9791387502548916,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03_lowblowout.tif.frames,AL_left,0.0541218891739845,0.0937912166118621,0.5770464562578187,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03_lowblowout.tif.frames,AL_right,0.0518140718340873,0.1140875145792961,0.4541607556721221,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03_lowblowout.tif.frames,CX,0.0654852092266082,0.0930274650454521,0.7039341467018689,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03_lowblowout.tif.frames,MB_left,0.0435852445662021,0.0724760890007019,0.6013741244478583,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03_lowblowout.tif.frames,MB_right,0.0419689826667308,0.0920662656426429,0.4558562506448813,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03_lowblowout.tif.frames,PI,0.0432359799742698,0.0765076503157615,0.5651196945119448,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03_lowblowout.tif.frames,SEG,1.0,1.0,1.0,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01_lowblowout.tif.frames,AL_left,0.7692903876304626,0.9987375140190125,0.7702628336596337,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01_lowblowout.tif.frames,AL_right,0.7688301205635071,0.6871392130851746,1.1188855270121318,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01_lowblowout.tif.frames,CX,0.9978442192077636,0.9962040185928344,1.0016464505104548,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01_lowblowout.tif.frames,MB_left,0.999704122543335,0.930314600467682,1.0745871579794295,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01_lowblowout.tif.frames,MB_right,0.7693890333175659,0.9998580813407898,0.769498239475977,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01_lowblowout.tif.frames,PI,0.9965761303901672,0.926866054534912,1.0752105177594775,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01_lowblowout.tif.frames,SEG,0.7650915384292603,0.3745220601558685,2.0428477246729995,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03_20x.tif.frames,AL_left,1.0,0.5940693616867065,1.6833051230933005,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03_20x.tif.frames,AL_right,1.0,0.694461464881897,1.4399647072859028,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03_20x.tif.frames,CX,1.0,0.9499075412750244,1.0527340362597168,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03_20x.tif.frames,MB_left,0.9824150204658508,0.8637230396270752,1.137419028314936,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03_20x.tif.frames,MB_right,1.0,0.4219733476638794,2.369817917496876,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03_20x.tif.frames,PI,1.0,0.831922173500061,1.2020355170878574,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_03_20x.tif.frames,SEG,1.0,0.6073921918869019,1.6463827052063962,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04_20x.tif.frames,AL_left,0.6674749255180359,0.6979911923408508,0.9562798683455122,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04_20x.tif.frames,AL_right,0.580798864364624,0.6951413750648499,0.8355118616129578,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04_20x.tif.frames,CX,0.929836928844452,0.9999651312828064,0.9298693521959206,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04_20x.tif.frames,MB_left,0.9253764748573304,0.994381844997406,0.9306047566262076,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04_20x.tif.frames,MB_right,0.6506496071815491,0.6983129978179932,0.9317449470575844,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04_20x.tif.frames,PI,0.9280737638473512,0.9980807304382324,0.9298584127957836,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04_20x.tif.frames,SEG,0.4884386360645294,0.3213409185409546,1.520001368895939,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05_20x.tif.frames,AL_left,0.0434470623731613,0.0480109527707099,0.9049406409544748,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05_20x.tif.frames,AL_right,0.0434755906462669,0.048082560300827,0.904186265753389,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05_20x.tif.frames,CX,0.798629641532898,0.1490059047937393,5.3597180772023565,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05_20x.tif.frames,MB_left,0.8038173913955688,0.1774165481328964,4.530678788730902,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05_20x.tif.frames,MB_right,0.0434550233185291,0.062439240515232,0.6959569488666066,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05_20x.tif.frames,PI,0.0434463955461978,0.0480634830892086,0.9039377247287482,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_05_20x.tif.frames,SEG,0.8034368753433228,0.1479325145483017,5.431104026025267,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04_lowblowout.tif.frames,AL_left,0.0463847890496254,0.08252914249897,0.5620413304331168,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04_lowblowout.tif.frames,AL_right,0.0651038438081741,0.1057964339852333,0.6153689813142577,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04_lowblowout.tif.frames,CX,0.0545467510819435,0.1207550689578056,0.4517139657383931,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04_lowblowout.tif.frames,MB_left,0.0394702069461345,0.082597866654396,0.4778598836127914,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04_lowblowout.tif.frames,MB_right,1.0,1.0,1.0,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04_lowblowout.tif.frames,PI,0.047547273337841,0.0904189869761467,0.5258549661741334,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_04_lowblowout.tif.frames,SEG,0.0237154141068458,0.0551181100308895,0.4302653718270668,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02_20x.tif.frames,AL_left,0.4525863826274872,0.5776183009147644,0.7835388558685445,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02_20x.tif.frames,AL_right,0.199801430106163,0.2389944493770599,0.8360086630754242,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02_20x.tif.frames,CX,0.4533403813838959,0.9986003637313844,0.4539757823539516,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02_20x.tif.frames,MB_left,0.4533403813838959,0.9924153089523317,0.4568051069894077,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02_20x.tif.frames,MB_right,0.0795768052339553,0.1123495995998382,0.7082962958247155,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02_20x.tif.frames,PI,0.385718822479248,0.4083096086978912,0.9446724109905577,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02_20x.tif.frames,SEG,0.4783072173595428,1.0,0.4783072173595428,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02_lowblowout.tif.frames,AL_left,0.9994140267372132,0.9984856247901917,1.0009298100282782,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02_lowblowout.tif.frames,AL_right,0.9965543150901794,0.939935564994812,1.0602368419750985,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02_lowblowout.tif.frames,CX,0.9997619390487672,1.0,0.9997619390487672,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02_lowblowout.tif.frames,MB_left,0.999987781047821,0.9996975064277648,1.0002903624528316,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02_lowblowout.tif.frames,MB_right,0.8891347646713257,0.9408512115478516,0.9450322790237534,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02_lowblowout.tif.frames,PI,0.998178005218506,0.8816332817077637,1.1321918375007234,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_02_lowblowout.tif.frames,SEG,0.9986998438835144,0.9966597557067872,1.0020469254076387,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01_20x.tif.frames,AL_left,0.1652814745903015,0.8446834683418274,0.1956726759608076,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01_20x.tif.frames,AL_right,0.3046745955944061,0.5317713618278503,0.572942842478678,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01_20x.tif.frames,CX,0.3055096864700317,0.8473033308982849,0.3605670783167343,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01_20x.tif.frames,MB_left,0.3398957550525665,0.8471919298171997,0.4012027771864004,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01_20x.tif.frames,MB_right,0.3056916892528534,0.5306162238121033,0.5761069404487376,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01_20x.tif.frames,PI,0.1102225258946418,0.8470752239227295,0.1301212959389973,unknown,unknown,draper,unknown,unknown
Draper_F_PiezoModerate_48h_01_20x.tif.frames,SEG,0.3047581017017364,0.5246378183364868,0.5808923624073814,unknown,unknown,draper,unknown,unknown
Draper_Dee7_aged_severe_single_f5,AL_left,0.0354917012155056,0.3596977591514587,0.0986708988658476,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f5,AL_right,0.0236973222345113,0.3601132035255432,0.0658052023711218,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f5,CX,0.0355253554880619,0.4001094698905945,0.0887890893904008,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f5,MB_left,0.0351388789713382,0.3600734770298004,0.0975880791364983,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f5,MB_right,0.0276408437639474,0.3998528718948364,0.0691275359183044,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f5,PI,0.0236898437142372,0.3910857737064361,0.0605745473421892,unknown,unknown,draper,severe,single
Draper_Dee7_aged_severe_single_f5,SEG,0.0354392305016517,0.3600789904594421,0.0984207116789378,unknown,unknown,draper,severe,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f5,AL_left,0.38011234998703,0.3159279823303222,1.2031613888180346,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f5,AL_right,0.3965062201023102,0.4095827937126159,0.9680734303026388,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f5,CX,0.3921222686767578,0.4095827937126159,0.9573699742667672,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f5,MB_left,0.3816161453723907,0.3013396263122558,1.2663988139978322,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f5,MB_right,0.3935700058937073,0.4095827937126159,0.9609046374390812,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f5,PI,0.3242835104465484,0.3130141794681549,1.0360026213430376,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f5,SEG,0.3892268538475036,0.4095827937126159,0.9503007934474048,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_starved_5days_singleInjury_f1,AL_left,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_5days_singleInjury_f1,AL_right,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_5days_singleInjury_f1,CX,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_5days_singleInjury_f1,MB_left,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_5days_singleInjury_f1,MB_right,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_5days_singleInjury_f1,PI,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_5days_singleInjury_f1,SEG,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_24hours_moderate_single_f2,AL_left,0.030729416757822,0.0668709799647331,0.4595329210672301,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f2,AL_right,0.0319544784724712,0.0667256042361259,0.4788938045340434,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f2,CX,0.0359781086444854,0.0741897299885749,0.4849472918964121,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f2,MB_left,0.0229481663554906,0.055060438811779,0.4167813924247441,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f2,MB_right,0.0384457036852836,0.0768043771386146,0.5005665707814777,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f2,PI,0.0541875958442688,0.0739250108599662,0.7330076142554052,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f2,SEG,0.0269212052226066,0.0511782206594944,0.526028550342192,uasmitotimer,unknown,unknown,moderate,single
Draper_Dee7_1week_moderate_double_m5,AL_left,0.9974918961524964,0.6267454624176025,1.5915422702938762,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m5,AL_right,0.9979358315467834,0.6269292235374451,1.591783879392215,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m5,CX,0.9943179488182068,0.6269292235374451,1.5860130800854564,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m5,MB_left,0.8138899803161621,0.6271435618400574,1.2977729978255463,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m5,MB_right,0.7266446948051453,0.6264698505401611,1.1599036955706812,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m5,PI,0.9988236427307128,0.626010537147522,1.595538067589006,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m5,SEG,0.9970479607582092,0.6271052956581116,1.5899211307279166,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m2,AL_left,0.7996799945831299,0.6672334671020508,1.1985010255200852,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m2,AL_right,0.9000797867774963,0.9997556209564208,0.9002998011818436,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m2,CX,0.894709587097168,0.9884743690490724,0.9051419188116052,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m2,MB_left,0.7991088032722473,0.7737300395965576,1.0328005407272578,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m2,MB_right,0.900134801864624,0.9998778104782104,0.9002448023465163,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m2,PI,0.8983386158943176,0.9919361472129822,0.9056415762429436,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m2,SEG,0.8881480097770691,0.9986220598220824,0.8893735132741852,unknown,unknown,draper,moderate,double
Draper_Dee7_aged_control_control_f1,AL_left,0.9958032369613647,0.6663749814033508,1.4943586790492274,unknown,unknown,draper,control,unknown
Draper_Dee7_aged_control_control_f1,AL_right,0.7499809265136719,0.6661714911460876,1.1258075983158595,unknown,unknown,draper,control,unknown
Draper_Dee7_aged_control_control_f1,CX,0.998916506767273,0.6668226718902588,1.4980242107479933,unknown,unknown,draper,control,unknown
Draper_Dee7_aged_control_control_f1,MB_left,0.999969482421875,0.6668023467063904,1.4996490149759272,unknown,unknown,draper,control,unknown
